key,nbre_articles,inflation,disinflation,inflationary,deflation,prices,cost,wages,currency,money,devaluation,recession,stagflation,economy,market,increase,decrease,cpi,price level,wage growth,economic downturn,monetary policy,cost increase,cost reduction,market prices,inflation rate,interest rates,price stability,consumption basket,purchasing power,consumer price index,rise in prices,fall in prices,cost of living,inflation expectations,money supply growth,central bank policy,economic price adjustments
1922-10,239656,5,0,0,68,5286,9434,1240,425,9452,4,100,0,893,6037,6149,934,113,47,0,0,0,0,0,80,0,42,0,0,66,0,18,2,213,0,0,1,0
1922-11,253004,6,0,1,38,5349,9168,1036,405,9719,0,114,0,722,6409,6117,1018,109,48,0,0,0,2,0,60,0,46,1,0,73,0,14,6,215,0,0,0,0
1922-12,264651,3,0,0,41,5918,9647,1131,750,10897,0,100,0,714,6745,6664,1077,124,59,0,0,0,2,3,58,0,74,0,0,125,0,26,5,141,0,0,0,0
1923-01,89583,0,0,0,7,1843,3597,458,227,3393,0,24,0,361,2152,2545,380,20,15,0,0,0,1,2,14,0,12,0,0,29,0,2,1,69,0,0,0,0
1923-02,83046,0,0,0,9,1800,3448,354,183,3228,0,18,0,269,2114,2242,329,17,17,0,0,0,0,1,11,0,33,0,0,28,0,7,0,64,0,0,0,0
1923-03,103043,7,0,1,17,2453,4003,534,208,4058,0,41,0,345,2739,2802,422,29,30,0,0,1,0,0,22,0,11,1,0,51,0,6,1,67,0,0,0,0
1923-04,82725,2,0,0,6,1941,3197,615,142,2961,0,20,0,284,2068,2304,320,24,21,0,0,1,0,1,23,0,11,0,0,37,0,8,0,63,0,0,0,0
1923-05,75290,2,0,1,7,1599,2944,516,103,2525,0,30,0,206,1742,1779,230,25,17,0,0,0,0,0,25,0,8,0,0,28,0,3,1,42,0,0,0,0
1923-06,81700,2,0,0,15,1797,3164,510,110,2967,1,47,0,213,1995,1913,290,23,10,0,0,0,0,0,27,0,12,0,0,27,0,3,1,64,0,0,0,0
1923-07,80925,1,0,0,6,2033,3109,520,149,3022,0,38,0,195,2346,2109,353,15,19,0,0,0,0,0,20,0,10,0,0,37,0,5,1,47,0,0,0,0
1923-08,81174,1,0,0,14,2252,2848,511,189,2903,2,37,0,215,2487,2047,371,14,21,0,0,0,0,0,12,0,12,1,0,27,0,4,8,55,0,0,0,0
1923-09,81863,1,0,0,17,2289,3247,429,189,2993,1,42,0,196,2380,2348,359,15,20,0,0,0,0,0,9,0,14,1,0,47,0,2,1,47,0,0,0,0
1923-10,88232,6,0,4,7,2396,3684,413,201,3539,2,46,0,215,2611,2468,444,16,33,0,0,0,1,0,14,0,11,0,0,46,0,2,0,71,0,0,0,0
1923-11,88504,4,0,1,17,2243,3587,353,185,3567,0,72,0,216,2735,2187,347,24,25,0,0,0,2,1,26,0,7,0,0,40,0,2,1,50,0,0,0,0
1923-12,88157,0,0,0,8,2292,3465,408,205,3381,1,50,0,266,2553,2470,386,25,32,0,0,0,1,0,10,0,16,0,0,48,0,7,2,85,0,0,0,0
1924-01,91314,0,0,0,9,2180,3641,400,219,3576,0,35,0,246,2634,2692,388,27,22,0,0,1,0,1,13,0,10,0,0,19,0,5,0,70,0,0,0,0
1924-02,79048,3,0,0,11,1749,3207,297,129,3267,0,50,0,206,2102,2140,345,34,14,0,0,0,1,0,7,0,17,0,0,30,0,4,1,48,0,0,0,0
1924-03,79643,1,0,0,2,1807,3416,309,135,3321,0,34,0,197,2294,2062,292,26,19,0,0,2,1,0,10,0,8,1,0,28,0,14,1,46,0,0,0,0
1924-04,72938,2,0,2,1,1468,3158,241,153,2659,0,48,0,205,1812,1682,287,37,14,0,0,0,0,0,10,0,15,0,0,20,0,5,0,32,0,0,0,0
1924-05,81685,1,0,0,3,1664,3164,320,85,3001,0,50,0,213,1903,1920,333,30,14,0,0,0,0,0,11,0,13,0,0,30,0,1,0,41,0,0,0,0
1924-06,79081,0,0,0,7,1828,3036,322,107,2806,0,61,0,255,2123,1847,279,21,21,0,0,0,0,0,6,0,16,0,0,48,0,3,0,56,0,0,0,0
1924-07,78402,2,0,0,7,2010,3142,290,96,2901,0,50,0,169,2208,1891,355,20,18,0,0,0,0,0,16,0,17,0,0,21,0,3,0,31,0,0,0,0
1924-08,77966,2,0,0,16,2017,2938,319,127,2838,0,56,0,252,2337,2011,329,12,24,0,0,1,0,0,5,0,30,0,0,36,0,3,2,48,0,0,0,0
1924-09,75055,0,0,0,16,1818,2792,267,104,2659,0,39,0,208,2059,1819,272,7,17,0,0,0,0,0,5,0,22,0,0,33,0,3,3,51,0,0,0,0
1924-10,79376,3,0,1,6,1719,3214,275,132,3148,0,27,0,249,1968,1891,277,21,11,0,0,0,0,0,8,0,16,0,0,19,0,3,0,41,0,0,0,0
1924-11,73231,3,0,1,3,1797,2890,253,103,2669,0,50,0,195,2043,1829,281,24,23,0,0,0,0,0,16,0,8,0,0,31,0,6,1,30,0,0,0,0
1924-12,74495,3,0,1,1,1882,3012,320,140,3033,0,42,0,326,2071,2348,408,22,20,0,0,0,0,0,7,0,10,0,0,27,0,2,1,34,0,0,0,0
1925-01,65199,1,0,1,5,1368,2640,312,111,2436,0,22,0,309,1480,1910,250,22,24,0,0,0,0,0,1,0,17,1,0,28,0,7,0,47,0,0,0,0
1925-02,58735,0,0,0,1,1087,2524,227,83,2157,0,14,0,239,1367,1709,207,16,5,0,0,0,1,0,5,0,15,0,0,8,0,4,1,32,0,0,0,0
1925-03,62996,0,0,0,1,1198,2658,246,83,2350,0,23,0,307,1383,1566,219,22,19,0,0,1,0,0,9,0,12,2,0,13,0,1,2,24,0,0,0,0
1925-04,63734,1,0,0,1,1156,2548,262,124,2142,2,27,0,282,1396,1483,205,21,14,0,0,0,0,0,11,0,4,1,0,12,0,1,1,22,0,0,0,0
1925-05,67025,3,0,1,3,1199,2561,239,86,2206,0,25,0,218,1351,1456,204,30,15,0,0,0,1,0,10,0,9,0,0,18,0,0,0,20,0,0,0,0
1925-06,66579,1,0,0,1,1204,2470,219,83,2140,1,25,0,217,1386,1410,201,14,16,0,0,0,0,0,12,0,5,1,0,10,0,1,0,17,0,0,0,0
1925-07,67435,2,0,1,2,1289,2452,328,84,2205,0,20,0,196,1538,1634,289,22,13,0,0,0,0,0,8,0,8,0,0,23,0,2,2,23,0,0,0,0
1925-08,65391,1,0,0,2,1458,2249,310,75,2181,0,13,0,194,1446,1707,287,19,14,0,0,0,0,1,6,0,22,0,0,27,0,0,0,35,0,0,0,0
1925-09,56804,0,0,0,6,1096,2249,240,65,1853,0,8,0,189,1193,1499,248,15,17,0,0,0,0,0,9,0,12,0,0,21,0,7,0,31,0,0,0,0
1925-10,56109,1,0,1,2,1232,2417,187,64,1993,0,20,0,194,1088,1269,164,24,6,0,0,0,0,1,6,0,4,0,0,17,0,2,1,25,0,0,0,0
1925-11,55088,1,0,0,2,1251,2434,190,73,1922,0,16,0,192,1261,1342,188,19,10,0,0,0,0,1,7,0,4,1,0,14,0,4,0,31,0,0,0,0
1925-12,47831,0,0,0,5,1021,1849,206,73,1671,1,14,0,160,1038,1266,200,27,11,0,0,1,2,0,6,0,14,1,0,22,0,1,1,26,0,0,0,0
1926-01,46539,2,0,0,2,846,1651,186,66,1647,0,11,0,129,1083,1315,208,22,6,0,0,0,0,0,5,0,6,0,0,7,0,1,0,16,0,0,0,0
1926-02,47845,0,0,0,0,853,1894,204,80,1561,0,9,0,136,944,1225,151,23,8,0,0,0,0,0,9,0,3,0,0,6,0,0,0,16,0,0,0,0
1926-03,63941,2,0,0,5,1447,2723,208,89,2278,0,23,0,160,1409,1571,216,40,16,0,0,0,0,1,6,0,5,2,0,16,0,0,2,18,0,0,0,0
1926-04,70796,1,0,0,0,1509,2866,191,92,2328,0,30,0,167,1477,1697,265,38,14,0,0,0,1,0,31,0,11,0,0,17,0,5,1,18,0,0,0,0
1926-05,68465,0,0,0,3,1300,2750,343,88,2142,0,44,0,177,1472,1457,224,34,9,0,0,0,2,2,28,0,18,0,0,26,0,2,1,24,0,0,0,0
1926-06,58834,0,0,0,2,992,2254,202,52,2061,0,32,0,174,1198,1143,148,35,13,0,0,0,0,0,24,0,3,0,0,12,0,4,0,20,0,0,0,0
1926-07,44217,0,0,0,2,542,1219,160,68,1528,0,16,0,151,799,955,127,16,4,0,0,1,0,0,4,0,3,0,0,11,0,2,0,17,0,0,0,0
1926-08,49169,0,0,0,2,758,1602,168,76,1703,0,20,0,219,992,1021,184,26,13,0,0,0,0,0,5,0,5,0,0,16,0,0,0,11,0,0,0,0
1926-09,55634,1,0,0,2,1005,2187,177,57,1868,0,33,0,169,1167,1319,181,26,11,0,0,0,0,1,9,0,7,1,0,13,0,0,0,16,0,0,0,0
1926-10,68019,0,0,0,6,1448,2937,280,97,2550,0,18,0,220,1686,1619,222,36,16,0,0,0,0,0,8,0,8,0,0,26,0,1,0,27,0,0,0,0
1926-11,62889,0,0,0,5,1319,2769,230,78,2341,0,31,0,158,1403,1393,200,18,18,0,0,0,0,0,9,0,7,0,0,27,0,2,1,27,0,0,0,0
1926-12,61150,0,0,0,6,1149,2480,190,96,2431,0,53,0,165,1449,1559,244,14,27,0,0,0,0,0,6,0,5,0,0,26,0,2,0,17,0,0,0,0
1927-01,36399,1,0,0,2,443,1265,108,24,1519,0,20,0,86,711,958,137,20,3,0,0,0,1,0,4,0,1,0,0,8,0,0,1,11,0,0,0,0
1927-02,37630,0,0,0,4,573,1465,96,39,1526,0,15,0,74,801,821,135,11,11,0,0,0,0,0,10,0,2,0,0,6,0,0,0,19,0,0,0,0
1927-03,47093,1,0,0,0,755,1884,143,52,1947,0,18,0,106,1050,1082,136,22,15,0,0,0,0,0,13,0,14,0,0,12,0,2,0,14,0,0,0,0
1927-04,56369,0,0,0,6,964,2550,155,48,1883,0,29,0,154,1106,1319,191,17,16,0,0,0,0,0,13,0,9,0,0,12,0,0,1,14,0,0,0,0
1927-05,65323,0,0,0,4,1162,3097,144,60,2141,1,32,0,156,1362,1300,187,16,13,0,0,0,0,0,6,0,11,2,0,8,0,2,2,15,0,0,0,0
1927-06,36297,0,0,0,4,498,1187,97,31,1056,0,24,0,75,809,614,95,6,7,0,0,0,0,0,8,0,4,0,0,8,0,0,0,3,0,0,0,0
1927-07,32699,0,0,0,2,513,1056,118,33,1047,0,10,0,65,814,681,114,2,4,0,0,0,0,0,8,0,4,0,0,8,0,0,0,7,0,0,0,0
1927-08,34010,0,0,0,6,554,1299,82,44,1000,0,9,0,53,883,696,136,6,3,0,0,0,0,0,2,0,5,0,0,4,0,0,0,13,0,0,0,0
1927-09,50235,1,0,1,4,962,1999,116,45,1640,0,12,0,107,1223,1093,142,14,9,0,0,0,0,0,26,0,9,0,0,15,0,0,0,4,0,0,0,0
1927-10,61035,0,0,0,3,1012,2985,170,60,1961,0,16,0,154,1381,1314,213,11,19,0,0,0,0,0,37,0,8,0,0,19,0,1,0,25,0,0,0,0
1927-11,60513,0,0,0,5,1035,3012,157,67,2111,0,21,0,137,1471,1415,192,26,8,0,0,0,0,0,10,0,15,0,0,17,0,3,0,21,0,0,0,0
1927-12,56681,0,0,0,5,1074,2197,154,102,2105,0,41,0,209,1246,1423,225,20,21,0,0,0,0,0,2,0,15,0,0,26,0,0,3,29,0,0,0,0
1928-01,39518,0,0,0,1,576,1440,112,32,1372,0,21,0,80,870,1026,142,20,7,0,0,1,0,0,5,0,7,0,0,19,0,0,0,7,0,0,0,0
1928-02,45388,2,0,0,2,569,1857,133,56,1487,0,13,0,96,886,1041,138,28,13,0,0,0,0,1,5,0,5,0,0,13,0,1,0,10,0,0,0,0
1928-03,62733,0,0,0,4,1047,2497,195,60,2033,0,23,0,134,1367,1320,231,34,13,0,0,0,0,0,11,0,6,0,0,21,0,3,0,13,0,0,0,0
1928-04,56446,0,0,0,1,878,2342,148,38,1731,0,31,0,137,1108,1196,181,28,10,0,0,0,1,0,1,0,9,0,0,23,0,2,0,15,0,0,0,0
1928-05,59824,1,0,0,1,930,2496,148,61,2015,0,12,0,127,1212,1289,165,27,13,0,0,0,0,0,8,0,6,0,0,12,0,1,1,10,0,0,0,0
1928-06,46696,0,0,0,2,732,1836,122,45,1404,0,21,0,138,989,904,132,22,10,0,0,0,0,0,4,0,6,0,0,10,0,0,0,7,0,0,0,0
1928-07,28032,0,0,0,0,263,814,73,43,829,0,3,0,55,451,479,76,9,1,0,0,0,0,0,6,0,2,1,0,0,0,0,0,3,0,0,0,0
1928-08,29177,0,0,0,0,321,862,84,31,850,0,7,0,72,515,569,64,6,1,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,0,0,0
1928-09,32897,0,0,0,2,452,937,91,29,1020,0,8,0,49,567,683,93,7,7,0,0,0,0,0,4,0,3,0,0,9,0,0,0,4,0,0,0,0
1928-10,42722,0,0,0,3,650,1631,166,53,1424,0,9,0,143,842,1001,117,9,20,0,0,0,0,0,2,0,8,0,0,16,0,1,0,6,0,0,0,0
1928-11,53917,1,0,0,4,950,2311,167,68,1759,0,30,0,130,1294,1382,166,19,13,0,0,0,2,0,9,0,9,0,0,24,0,1,0,9,0,0,0,0
1928-12,59617,1,0,0,7,1116,2674,171,114,2243,0,32,0,170,1710,1732,254,17,19,0,0,0,0,0,9,0,21,1,0,38,0,3,0,17,0,0,0,0
1929-01,34921,1,0,0,5,463,1193,95,45,1134,0,8,0,96,756,948,132,12,7,0,0,0,1,0,14,0,8,0,0,13,0,0,0,3,0,0,0,0
1929-02,32626,0,0,0,3,387,1080,69,30,1168,0,9,0,62,741,785,75,10,6,0,0,0,0,0,12,0,9,0,0,7,0,0,0,4,0,0,0,0
1929-03,38402,0,0,0,5,449,1198,111,26,1150,0,18,0,90,808,754,98,16,11,0,0,0,0,0,14,0,15,0,0,4,0,2,0,2,0,0,0,0
1929-04,45940,0,0,0,7,556,1505,159,51,1476,0,19,0,116,939,1033,127,20,8,0,0,0,0,0,31,0,8,0,0,0,0,1,0,6,0,0,0,0
1929-05,42844,0,0,0,4,470,1431,113,34,1245,0,21,0,78,775,896,86,11,7,0,0,0,0,0,29,0,6,0,0,5,0,0,0,14,0,0,0,0
1929-06,46991,0,0,0,8,584,1612,122,62,1518,0,27,0,88,982,952,105,10,8,0,0,0,0,0,33,0,9,0,0,8,0,0,0,15,0,0,0,0
1929-07,44949,0,0,0,3,518,1565,123,81,1444,0,18,0,106,967,1011,130,9,10,0,0,0,0,1,43,0,7,0,0,7,0,1,0,14,0,0,0,0
1929-08,45022,0,0,0,2,514,1517,151,51,1486,0,15,0,75,958,945,103,7,4,0,0,0,1,0,30,0,6,0,0,4,0,0,0,10,0,0,0,0
1929-09,35326,0,0,0,2,380,1108,101,39,1104,0,7,0,87,674,720,109,10,8,0,0,0,0,0,18,0,3,0,0,3,0,0,0,8,0,0,0,0
1929-10,40179,0,0,0,0,678,1285,123,50,1372,0,23,0,60,1039,804,117,16,9,0,0,0,0,0,36,0,5,0,0,8,0,2,0,5,0,0,0,0
1929-11,46365,0,0,0,6,751,1538,209,41,1623,0,23,0,72,1407,1003,154,22,6,0,0,1,0,0,23,0,24,0,0,13,0,1,0,8,0,0,0,0
1929-12,46530,0,0,0,5,712,1615,168,54,1615,0,46,0,109,1218,1118,160,35,7,0,0,0,0,1,17,0,19,0,0,15,0,0,3,11,0,0,0,0
