key,nbre_articles,inflation,disinflation,inflationary,deflation,prices,cost,wages,currency,money,devaluation,recession,stagflation,economy,market,increase,decrease,cpi,price level,wage growth,economic downturn,monetary policy,cost increase,cost reduction,market prices,inflation rate,interest rates,price stability,consumption basket,purchasing power,consumer price index,rise in prices,fall in prices,cost of living,inflation expectations,money supply growth,central bank policy,economic price adjustments
1932-01,56235,7,0,4,29,1169,2477,284,161,2552,1,27,0,341,1402,1663,378,10,45,0,0,0,0,0,16,0,13,1,0,48,0,5,2,24,0,0,0,0
1932-02,53911,9,0,8,18,1012,2463,213,190,2138,1,37,0,274,1397,1405,313,13,27,0,0,0,0,2,11,0,8,1,0,19,0,3,2,9,0,0,0,0
1932-03,50395,2,0,1,15,832,2099,193,144,2181,0,28,0,274,1194,1233,275,5,23,0,0,0,0,0,14,0,7,0,0,45,0,1,0,13,0,0,0,0
1932-04,56136,6,0,5,22,1126,2504,240,248,2337,1,26,0,563,1453,1303,306,8,35,0,0,0,0,1,14,0,7,0,0,63,0,0,1,10,0,0,0,0
1932-05,56721,11,0,7,22,1031,2416,211,191,2472,0,25,0,577,1395,1246,278,15,32,0,0,4,0,0,14,0,14,1,0,64,0,2,3,15,0,0,0,0
1932-06,53733,7,0,4,9,1069,2317,208,156,2242,1,45,0,525,1347,1183,296,8,26,0,0,3,0,1,14,0,14,2,0,44,0,0,0,14,0,0,0,0
1932-07,56981,5,0,1,14,1228,2539,194,231,2299,2,24,0,580,1516,1327,341,8,35,0,0,1,0,1,11,0,13,2,0,48,0,2,0,10,0,0,0,0
1932-08,56402,7,0,5,11,1411,2446,241,134,2299,0,31,0,355,1727,1415,295,11,37,0,0,2,0,0,32,0,11,1,0,37,0,7,3,20,0,0,0,0
1932-09,54901,1,0,0,8,1335,2217,277,131,2170,2,31,0,407,1499,1502,313,13,22,0,0,1,0,1,19,0,13,0,0,41,0,4,1,14,0,0,0,0
1932-10,57636,5,0,3,13,1330,2577,237,205,2418,0,33,0,508,1640,1629,346,11,31,0,0,0,0,0,8,0,16,2,0,47,0,2,0,20,0,0,0,0
1932-11,54961,6,0,4,11,1130,2365,195,190,2283,0,29,0,401,1451,1304,308,9,21,0,0,3,0,1,11,0,19,1,0,44,0,1,3,12,0,0,0,0
1932-12,56603,5,0,4,12,1228,2462,260,205,2459,3,36,0,581,1471,1432,381,5,46,0,0,1,0,0,9,0,20,1,0,63,0,0,5,19,0,0,0,0
1933-01,57000,20,0,12,16,1280,2806,221,363,2718,6,29,0,715,1514,1599,380,12,57,0,0,3,0,0,15,0,37,4,0,89,0,5,1,18,0,0,0,0
1933-02,54217,16,0,5,16,1144,2672,208,344,2587,5,27,0,493,1409,1411,350,13,45,0,0,0,1,2,6,0,39,1,0,62,0,3,2,17,0,0,0,0
1933-03,54588,10,0,6,35,1113,2318,217,696,2631,3,31,0,707,1408,1233,285,9,52,0,0,0,0,0,13,0,33,0,0,70,0,9,1,52,0,0,0,0
1933-04,52436,88,0,53,43,1258,2317,244,456,2229,16,36,0,528,1381,1238,281,11,69,0,0,5,1,1,10,0,33,0,0,76,0,12,1,50,0,0,1,0
1933-05,55146,61,0,31,21,1388,2688,410,409,2440,14,37,0,482,1526,1448,219,11,68,0,0,10,0,2,10,0,27,0,0,71,0,10,1,19,0,0,0,0
1933-06,49560,31,0,20,19,1361,2526,369,431,2284,14,29,0,563,1499,1357,231,8,74,0,0,10,2,2,18,0,24,1,0,100,0,16,6,22,0,0,0,0
1933-07,51335,34,0,24,14,1700,2262,763,386,2218,15,37,0,405,1594,1714,249,10,105,0,0,13,0,0,12,0,17,4,0,216,0,25,5,42,0,0,0,0
1933-08,54822,33,0,21,9,1691,2592,895,214,2294,12,46,0,295,1782,1886,306,9,47,0,0,10,2,0,15,0,12,0,0,173,0,17,2,27,0,0,0,0
1933-09,55958,72,0,42,12,1681,2525,599,350,2262,11,33,0,356,1668,1847,294,15,42,0,0,20,1,0,13,0,15,0,0,137,0,8,0,35,0,0,0,0
1933-10,59229,67,0,31,17,1919,2841,502,446,2552,36,59,0,321,2007,1913,311,12,105,0,0,46,0,0,20,0,13,3,0,128,0,11,8,60,0,0,0,0
1933-11,42864,52,0,22,11,1239,1845,327,358,2034,26,33,0,195,1475,1184,212,13,68,0,0,102,0,1,15,0,5,1,0,96,0,10,0,14,0,0,0,0
1933-12,55225,63,0,21,12,1530,2383,368,435,2609,42,66,0,294,1792,1849,274,13,72,0,0,96,0,1,3,0,13,1,0,119,0,15,0,56,0,0,0,0
1934-01,55042,40,0,22,10,1420,2667,339,440,2728,141,36,0,471,1738,1975,295,7,68,0,0,62,2,0,15,0,17,1,0,118,0,6,0,73,0,0,0,0
1934-02,48909,4,0,2,9,1015,2173,306,238,2134,96,28,0,270,1561,1468,188,10,56,0,0,29,0,1,12,0,18,2,0,69,0,9,2,39,0,0,0,0
1934-03,60803,18,0,13,12,1263,2702,590,255,2520,35,56,0,345,1789,1929,253,16,33,0,0,17,0,0,14,0,20,0,0,95,0,5,2,37,0,0,0,0
1934-04,51398,33,0,19,14,1053,2341,385,222,2138,41,32,0,232,1432,1563,182,17,34,0,0,12,0,0,6,0,11,0,0,58,0,7,0,17,0,0,0,0
1934-05,57903,21,0,17,7,1154,2352,328,251,2088,17,56,0,211,1557,1524,227,10,16,0,0,5,1,1,8,0,16,2,0,44,0,3,0,12,0,0,0,0
1934-06,51385,14,0,9,2,975,2082,279,183,1804,17,37,0,160,1239,1156,198,23,15,0,0,9,0,1,5,0,27,1,0,32,0,1,0,11,0,0,0,0
1934-07,55144,13,0,5,8,1090,2219,347,182,2028,25,23,0,166,1482,1402,245,8,28,0,0,5,0,1,3,0,20,1,0,42,0,4,0,29,0,0,0,0
1934-08,53789,44,0,33,6,1264,2191,267,245,2134,21,48,0,183,1623,1500,267,13,31,0,0,15,0,1,12,0,21,0,0,48,0,3,0,23,0,0,0,0
1934-09,52250,14,0,9,4,1043,2098,316,139,2367,18,33,0,164,1356,1383,228,13,22,0,0,4,0,0,7,0,20,0,0,57,0,3,0,25,0,0,0,0
1934-10,51144,32,0,18,7,1144,2372,274,165,2392,42,20,0,171,1244,1355,212,11,30,0,0,19,1,0,17,0,19,1,0,54,0,4,0,28,0,0,0,0
1934-11,56226,24,0,11,8,1172,2474,225,157,2441,25,27,0,177,1236,1400,192,9,28,0,0,6,0,0,9,0,39,0,0,38,0,2,0,20,0,0,0,0
1934-12,60349,22,0,7,9,1285,2454,268,165,2568,24,41,0,168,1396,1687,244,7,26,0,0,5,0,0,16,0,46,1,0,39,0,4,1,17,0,0,0,0
1935-01,61306,31,0,19,14,1264,2420,310,220,2892,34,27,0,246,1479,1872,280,17,36,0,0,10,0,0,4,0,24,1,0,56,0,3,0,35,0,0,0,0
1935-02,50741,25,0,4,9,1039,2131,309,225,2278,31,35,0,169,1100,1362,182,9,15,0,0,14,0,0,8,0,20,0,0,50,0,4,0,16,0,0,0,0
1935-03,64563,56,0,28,13,1328,2769,409,304,2689,60,39,0,263,1312,1804,260,13,35,0,0,7,1,0,8,0,33,1,0,44,0,5,1,22,0,0,0,0
1935-04,52619,14,0,11,7,1027,2167,253,152,2001,32,55,0,163,1081,1363,192,8,14,0,0,5,0,0,3,0,17,1,0,27,0,3,0,31,0,0,0,0
1935-05,43841,54,0,36,7,812,1828,256,209,1662,30,23,0,139,939,1083,148,6,10,0,0,7,0,0,3,0,18,0,0,33,0,3,1,17,0,0,0,0
1935-06,42857,6,0,4,5,759,1632,286,153,1486,30,35,0,107,865,950,143,8,19,0,0,7,0,0,2,0,24,0,0,23,0,2,0,11,0,0,0,0
1935-07,36133,4,0,3,6,690,1507,156,113,1401,16,12,0,103,855,933,140,8,14,0,0,3,1,0,3,0,13,0,0,13,0,2,0,16,0,0,0,0
1935-08,44018,9,0,4,8,853,1740,190,89,1644,14,18,0,141,990,1005,155,8,13,0,0,1,0,0,6,0,10,1,0,18,0,2,0,21,0,0,0,0
1935-09,51118,9,0,4,4,940,1911,188,86,1655,11,25,0,141,1069,1195,180,12,15,0,0,2,0,0,5,0,9,1,0,23,0,3,0,21,0,0,0,0
1935-10,61316,11,0,9,6,1127,2523,221,107,2157,9,19,0,196,1230,1353,195,7,19,0,0,1,1,0,8,0,15,1,0,31,0,5,0,16,0,0,0,0
1935-11,65768,5,0,3,8,1181,2631,209,153,2355,24,23,0,227,1398,1619,222,10,17,0,0,7,0,1,11,0,37,0,0,43,0,4,0,27,0,0,0,0
1935-12,61274,14,0,7,7,1255,2406,213,129,2290,19,65,0,212,1339,1628,247,12,23,0,0,3,1,0,17,0,29,0,0,64,0,2,1,25,0,0,0,0
1936-01,48665,39,0,29,4,882,2033,155,185,2089,24,19,0,158,993,1280,212,13,17,0,0,3,0,1,8,0,32,1,0,41,0,3,0,21,0,0,0,0
1936-02,56278,63,0,38,2,948,2187,170,214,2235,24,22,0,191,1254,1340,213,8,13,0,0,5,0,1,12,0,37,3,0,35,0,3,0,10,0,0,0,0
1936-03,64201,14,0,3,3,998,2565,201,121,2402,14,34,0,236,1365,1676,213,12,14,0,0,3,0,0,9,0,16,1,0,34,0,2,0,17,0,0,0,0
1936-04,51912,6,0,4,3,740,1900,182,73,1755,14,35,0,147,999,1198,180,5,13,0,0,0,0,0,6,0,25,0,0,24,0,2,0,6,0,0,0,0
1936-05,56266,12,0,7,5,999,2179,267,125,1881,30,35,0,161,1145,1273,163,9,15,0,0,2,1,0,7,0,13,0,0,23,0,5,1,16,0,0,0,0
1936-06,62441,17,0,9,3,1163,2212,405,266,2258,48,32,0,199,1298,1283,169,14,14,0,0,7,0,0,7,0,26,0,0,36,0,2,0,15,0,0,0,0
1936-07,51045,5,0,2,2,997,1803,246,105,1745,9,25,0,183,1116,1246,189,12,9,0,0,4,0,0,6,0,29,1,0,23,0,4,0,19,0,0,0,0
1936-08,52746,2,0,1,7,1017,1925,247,95,1789,4,22,0,114,1180,1356,189,14,13,0,0,2,2,0,7,0,21,2,0,27,0,6,0,24,0,0,0,0
1936-09,53419,6,0,3,8,981,1966,255,173,1670,91,11,0,191,1192,1402,190,8,18,0,0,7,0,1,11,0,27,0,0,40,0,6,0,29,0,0,0,0
1936-10,58419,4,0,3,14,1000,2263,300,184,2028,91,30,0,187,1097,1488,193,6,11,0,0,9,0,0,8,0,31,1,0,47,0,3,0,40,0,0,0,0
1936-11,51721,6,0,4,1,944,1984,347,107,1731,11,13,0,195,1076,1437,161,4,18,0,0,1,0,0,7,0,18,1,0,28,0,3,1,32,0,0,0,0
1936-12,54902,6,0,3,6,1037,1967,285,112,1935,16,36,0,130,1121,1395,160,13,21,0,0,1,0,1,6,0,41,0,0,43,0,3,0,31,0,0,0,0
1937-01,54442,3,0,3,3,1041,2250,387,130,1862,16,32,0,218,1103,1641,198,11,20,0,0,2,1,0,5,0,36,0,0,43,0,8,0,33,0,0,0,0
1937-02,53535,5,0,3,3,943,2019,339,108,1811,11,26,0,158,1078,1562,153,9,6,0,0,2,1,0,7,0,21,0,0,21,0,2,0,16,0,0,0,0
1937-03,62349,15,0,12,5,1206,2372,535,117,2094,15,40,0,215,1259,1807,190,8,31,0,0,3,1,0,11,0,23,1,0,38,0,9,1,29,0,0,0,0
1937-04,53785,14,0,9,4,1000,2115,396,81,1731,9,21,0,231,1013,1460,140,14,12,0,0,2,2,2,7,0,22,1,0,29,0,4,0,28,0,0,0,0
1937-05,51818,6,0,5,4,909,1984,327,57,1555,9,48,0,309,899,1254,140,10,13,0,0,2,3,0,4,0,13,1,0,27,0,0,1,23,0,0,0,0
1937-06,55568,8,0,6,4,975,2108,453,86,1763,15,48,0,241,1116,1383,174,11,15,0,0,0,2,0,2,0,13,0,0,32,0,3,0,29,0,0,0,0
1937-07,60248,5,0,4,5,1054,2296,394,126,1785,13,32,0,193,1061,1416,169,7,12,0,0,3,1,0,7,0,30,0,0,30,0,5,0,18,0,0,0,0
1937-08,51726,1,0,1,1,978,2017,385,82,1587,6,26,0,123,1069,1255,162,12,20,0,0,0,0,0,4,0,11,0,0,25,0,2,0,26,0,0,0,0
1937-09,54631,5,0,4,1,1044,1986,275,83,1493,3,41,0,152,1125,1311,184,11,14,0,0,0,2,0,12,0,14,0,0,25,0,6,1,33,0,0,0,0
1937-10,59004,2,0,2,5,1138,2260,306,115,1637,7,70,0,198,1294,1355,173,14,13,0,0,1,2,2,8,0,22,0,0,36,0,4,1,32,0,0,0,0
1937-11,56575,5,0,3,14,1005,2356,375,81,1686,8,235,0,228,1246,1370,188,10,17,0,0,1,1,1,5,0,34,0,0,50,0,0,0,51,0,0,0,0
1937-12,62868,11,0,5,8,1130,2404,404,106,2137,5,348,0,253,1341,1568,256,9,18,0,0,2,2,2,14,0,15,3,0,49,0,3,1,35,0,0,0,0
1938-01,59275,12,0,11,17,1150,2367,450,121,2198,4,427,0,271,1235,1678,247,11,25,0,1,4,1,0,5,0,23,0,0,92,0,6,0,19,0,0,0,0
1938-02,57326,11,0,10,14,1078,2154,304,116,2097,12,218,0,229,1154,1504,215,6,43,0,0,2,1,0,6,0,16,0,0,33,0,3,1,22,0,0,0,0
1938-03,59799,1,0,0,14,994,2218,299,130,2007,7,177,0,226,1243,1403,207,7,15,0,0,2,0,0,3,0,25,0,0,29,0,2,0,14,0,0,0,0
1938-04,50375,20,0,17,18,888,2049,293,81,1849,12,219,0,231,996,1191,181,3,7,0,0,1,1,0,4,0,25,0,0,49,0,3,1,21,0,0,0,0
1938-05,51561,6,0,5,8,842,1902,280,104,1776,21,141,0,199,1019,1058,189,6,5,0,0,2,0,0,2,0,29,0,0,37,0,1,0,20,0,0,0,0
1938-06,55707,9,0,7,7,980,2278,321,105,1795,28,123,0,213,1084,1094,223,5,7,0,0,0,0,0,6,0,31,0,0,38,0,2,0,19,0,0,0,0
1938-07,55276,5,0,5,6,959,2085,275,112,1927,7,79,0,152,1228,1108,188,15,9,0,0,1,0,0,6,0,17,0,0,38,0,2,0,10,0,0,0,0
1938-08,54232,6,0,3,6,862,1932,239,103,1943,9,73,0,159,1091,1068,182,12,14,0,0,0,0,0,4,0,13,0,0,31,0,2,0,12,0,0,0,0
1938-09,56572,6,0,4,5,905,2051,250,111,1799,6,58,0,132,1243,1153,203,12,15,0,0,4,1,0,9,0,20,0,0,24,0,1,2,13,0,0,0,0
1938-10,58263,2,0,0,5,992,2381,325,108,1825,9,45,0,203,1209,1331,229,11,16,0,0,0,0,0,11,0,24,0,0,44,0,2,0,19,0,0,0,0
1938-11,50393,1,0,1,4,773,1757,222,70,1705,6,29,0,220,1028,1105,164,10,6,0,0,0,0,1,1,0,16,0,0,12,0,1,0,11,0,0,0,0
1938-12,56495,5,0,3,5,874,2308,227,78,2001,2,92,0,236,1111,1389,261,5,11,0,0,3,0,1,2,0,17,0,0,31,0,3,0,12,0,0,0,0
1939-01,61905,6,0,5,16,1012,2397,280,157,2291,8,64,0,388,1250,1677,257,6,15,0,0,3,2,0,9,0,32,1,0,44,0,1,0,23,0,0,0,0
1939-02,44645,5,0,4,2,711,1863,181,77,1570,4,28,0,255,870,1145,169,5,7,0,0,2,1,0,4,0,14,0,0,18,0,0,0,13,0,0,0,0
1939-03,48189,0,0,0,6,855,2001,206,109,1555,6,40,0,366,962,1275,198,4,9,0,0,0,0,0,7,0,12,0,0,18,0,1,0,3,0,0,0,0
1939-04,43801,2,0,1,2,789,1829,159,79,1452,7,40,0,292,842,1027,139,9,9,0,0,1,0,1,6,0,22,0,0,19,0,3,0,2,0,0,0,0
1939-05,48616,4,0,4,2,1016,1978,171,86,1528,1,39,0,342,1009,1187,188,3,17,0,0,1,0,0,6,0,36,0,0,40,0,1,0,13,0,0,0,0
1939-06,48807,7,0,4,7,917,1949,198,140,1482,55,37,0,278,1029,1153,169,8,13,0,0,5,1,0,8,0,36,0,0,20,0,2,0,10,0,0,0,0
1939-07,44840,4,0,1,1,874,1659,228,136,1418,45,24,0,249,982,1045,163,7,6,0,0,1,0,0,7,0,28,2,0,15,0,0,0,10,0,0,0,0
1939-08,46806,4,0,3,4,1050,1638,194,110,1422,5,27,0,227,1164,1181,187,6,14,0,0,1,1,0,11,0,17,0,0,19,0,3,0,11,0,0,0,0
1939-09,40011,0,0,0,2,1019,1393,136,62,970,1,5,0,172,1008,1156,134,5,19,0,0,1,2,0,7,0,17,1,0,13,0,7,0,15,0,0,0,0
1939-10,44988,5,0,4,2,887,1699,165,80,1192,3,28,0,181,858,1189,107,10,19,0,0,0,0,2,6,0,11,0,0,11,0,4,0,17,0,0,0,0
1939-11,40355,3,0,2,0,750,1550,147,51,1254,1,24,0,157,796,1129,130,5,7,0,0,0,0,1,2,0,7,0,0,19,0,3,0,8,0,0,0,0
1939-12,43320,2,0,2,2,862,1616,163,42,1332,3,39,0,164,850,1104,146,8,8,0,0,0,0,0,6,0,15,0,0,32,0,4,0,16,0,0,0,0
