key,nbre_articles,inflation,disinflation,inflationary,deflation,prices,cost,wages,currency,money,devaluation,recession,stagflation,economy,market,increase,decrease,cpi,price level,wage growth,economic downturn,monetary policy,cost increase,cost reduction,market prices,inflation rate,interest rates,price stability,consumption basket,purchasing power,consumer price index,rise in prices,fall in prices,cost of living,inflation expectations,money supply growth,central bank policy,economic price adjustments
1944-08,37200,12,0,11,2,665,1271,288,29,940,0,6,0,136,653,851,95,13,10,0,0,0,2,0,5,0,5,0,0,14,0,1,0,9,0,0,0,0
1944-09,37696,6,0,5,5,687,1346,420,36,941,0,12,0,166,648,929,104,5,10,0,0,0,2,7,2,0,2,0,0,21,0,2,0,43,0,0,0,0
1944-10,38554,18,0,11,6,697,1372,412,49,1057,1,10,0,161,569,875,85,11,3,0,0,0,1,0,2,0,5,0,0,14,0,0,0,39,0,0,0,0
1944-11,36546,16,0,11,6,738,1269,379,32,1003,0,8,0,145,602,909,69,11,3,0,0,1,4,0,6,0,1,1,0,18,0,1,0,46,0,0,0,0
1944-12,39767,10,0,5,0,743,1360,363,35,1125,0,20,0,121,677,1028,90,8,4,0,0,0,1,0,3,0,5,0,0,18,0,3,0,39,0,0,0,0
1945-01,44854,6,0,4,2,842,1584,394,65,1313,0,17,0,172,777,1155,106,20,6,0,0,1,3,1,9,0,14,1,0,22,0,2,0,31,0,0,0,0
1945-02,43829,11,0,6,2,600,1512,348,47,1215,0,10,0,142,652,1039,98,20,7,0,0,0,1,1,2,0,7,0,0,18,0,1,0,24,0,0,0,0
1945-03,48224,13,0,9,1,710,1565,376,63,1447,2,19,0,161,717,1255,91,35,4,0,0,0,0,0,4,0,3,0,0,19,0,0,0,33,0,0,0,0
1945-04,49201,12,0,7,4,698,1607,427,67,1114,0,9,0,156,920,1168,96,19,5,0,0,0,2,0,12,0,2,0,0,17,0,1,0,28,0,0,0,0
1945-05,47135,14,0,9,5,695,1571,486,65,1158,1,20,0,176,861,1043,85,25,6,0,0,1,1,0,9,0,1,1,0,29,0,2,0,17,0,0,0,0
1945-06,50756,11,0,7,2,815,1607,561,82,1304,0,22,0,159,939,1246,77,15,2,0,0,0,0,0,10,0,2,0,0,22,0,3,0,22,0,0,0,0
1945-07,49631,8,0,4,11,818,1564,484,90,1277,1,4,0,195,1057,1332,122,21,4,0,0,0,1,0,7,0,5,0,0,22,0,2,0,33,0,0,0,0
1945-08,51700,9,0,7,12,929,1696,586,75,1318,0,8,0,308,1034,1358,149,17,11,0,0,0,1,0,8,0,5,0,0,42,0,3,0,36,0,0,0,0
1945-09,46633,17,0,11,3,819,1578,623,63,1314,3,13,0,241,897,1303,107,19,10,0,0,0,1,1,8,0,6,0,0,45,0,3,0,33,0,0,0,0
1945-10,54428,34,0,21,8,1130,1998,797,55,1646,0,15,0,263,1068,1603,121,32,13,0,0,0,4,0,7,0,9,0,0,54,0,6,0,58,0,0,0,0
1945-11,53102,36,0,27,6,1212,2100,679,64,1595,0,17,0,263,1026,1690,121,30,13,0,0,1,3,1,11,0,2,0,0,55,0,3,0,67,0,0,0,0
1945-12,48984,29,0,18,3,1001,1924,509,39,1465,6,9,0,215,940,1526,110,21,13,0,0,0,3,1,8,0,10,1,0,39,0,4,0,67,0,0,0,0
1946-01,49767,46,0,32,4,1245,1955,681,72,1577,4,9,0,234,1076,1900,126,20,9,0,0,0,1,0,10,0,12,0,0,27,0,6,0,53,0,0,0,0
1946-02,29643,22,0,17,4,878,1328,365,36,879,2,10,0,154,725,1168,70,5,9,0,0,0,4,0,6,0,8,0,0,20,0,0,0,34,0,0,0,0
1946-03,41466,30,0,22,1,1056,1798,478,44,1261,1,9,0,172,917,1542,82,9,12,0,0,1,5,0,9,0,9,0,0,15,0,4,0,48,0,0,0,0
1946-04,43843,31,0,21,2,1207,1773,505,51,1289,0,19,0,201,1123,1487,73,14,7,0,0,0,2,0,6,0,12,0,0,9,0,0,0,45,0,0,0,0
1946-05,41377,25,0,17,1,947,1682,433,72,1217,2,20,0,212,897,1345,75,18,8,0,0,0,1,0,2,0,4,1,0,7,1,4,0,41,0,0,0,0
1946-06,34081,28,0,17,0,929,1484,328,45,998,0,5,0,126,736,1139,60,10,13,0,0,0,11,0,7,0,3,1,0,13,0,2,0,47,0,0,0,0
1946-07,36649,50,0,29,3,1416,1747,362,61,1315,2,8,0,182,1037,1361,80,12,25,0,0,0,14,0,16,0,10,1,0,14,0,13,0,63,0,0,0,0
1946-08,35245,22,0,15,3,995,1568,326,47,1037,1,7,0,217,855,1255,80,9,12,0,0,0,7,0,10,0,8,3,0,17,1,2,0,67,0,0,0,0
1946-09,39682,28,0,22,1,1159,1833,412,41,1163,0,18,0,222,1037,1514,92,15,21,0,0,1,2,0,17,0,3,0,0,15,0,7,0,50,0,0,0,0
1946-10,40819,17,0,14,0,1238,1979,465,66,1235,0,18,0,248,1169,1323,76,23,11,0,0,1,2,0,7,0,3,0,0,14,0,2,0,63,0,0,0,0
1946-11,38710,12,0,9,0,1041,1680,442,42,1166,1,27,0,307,811,1232,70,13,14,0,0,0,3,0,5,0,3,0,0,20,1,5,0,57,0,0,0,0
1946-12,39613,15,0,12,4,1078,1846,388,40,1284,0,44,0,288,859,1287,98,12,10,0,0,0,5,1,8,0,9,0,0,27,0,5,0,78,0,0,0,0
1947-01,33190,14,0,12,4,954,1604,333,40,1139,3,38,0,274,851,1206,89,11,18,0,0,0,2,1,4,0,12,0,0,29,1,2,0,55,0,0,0,0
1947-02,29572,2,0,2,2,801,1480,260,58,1155,0,16,0,243,713,995,54,10,5,0,0,0,0,0,17,0,2,2,0,18,1,0,0,37,0,0,0,0
1947-03,32534,3,0,1,2,849,1572,274,51,1187,0,15,0,264,757,1110,88,10,7,0,0,0,3,1,8,0,3,0,0,14,0,1,0,28,0,0,0,0
1947-04,32233,7,0,4,1,1040,1634,324,40,1098,1,31,0,210,766,1066,67,12,18,0,0,0,1,1,3,0,5,0,0,17,0,1,0,58,0,0,0,0
1947-05,34899,10,0,7,0,1024,1765,347,53,1278,2,37,0,269,847,1107,62,24,17,0,0,0,0,1,9,0,1,1,0,20,1,2,0,48,0,0,0,0
1947-06,29825,7,0,7,4,945,1435,227,55,1129,1,31,0,235,732,931,78,10,7,0,0,1,2,0,11,0,4,0,0,14,0,0,0,32,0,0,0,0
1947-07,30245,26,0,21,1,935,1464,224,39,1185,0,22,0,260,685,963,71,14,10,0,0,0,3,0,4,0,2,1,0,13,0,1,0,39,0,0,0,0
1947-08,29806,18,0,11,3,899,1372,230,49,1060,0,19,0,221,730,920,61,16,3,0,0,0,1,0,7,0,3,0,0,15,1,1,0,46,0,0,0,0
1947-09,27629,18,0,15,3,1024,1377,262,41,948,2,14,0,220,764,883,69,8,20,0,0,1,2,1,8,0,3,0,0,22,0,4,0,84,0,0,0,0
1947-10,37321,26,0,18,2,1359,1952,271,48,1258,1,23,0,240,1094,1186,82,13,6,0,0,0,2,0,7,0,7,0,0,18,0,3,0,94,0,0,0,0
1947-11,37417,78,0,50,3,1289,1828,255,69,1438,5,17,0,304,1210,1125,82,6,16,0,0,0,1,1,10,0,2,0,0,22,1,4,0,105,0,0,0,0
1947-12,38415,134,0,42,8,1283,2064,298,109,1535,11,21,0,309,1267,1209,92,14,14,0,0,0,4,0,11,0,16,0,0,15,0,2,0,120,0,0,0,0
1948-01,27915,68,0,23,2,862,1552,230,76,1097,30,16,0,207,765,920,61,11,10,0,0,0,1,0,2,0,9,0,0,18,2,1,0,92,0,0,0,0
1948-02,26207,31,0,19,7,1013,1428,159,46,1003,6,20,0,201,782,724,42,11,8,0,0,0,5,0,19,0,7,0,0,17,0,4,0,66,0,0,0,0
1948-03,33988,24,0,17,3,909,1651,224,46,1271,1,10,0,171,780,928,50,12,7,0,0,2,0,0,4,0,7,1,0,19,0,0,0,39,0,0,0,0
1948-04,33530,20,0,14,1,879,1800,271,54,1249,0,11,0,184,748,936,47,14,4,0,0,0,0,0,4,0,7,0,0,21,0,3,0,44,0,0,0,0
1948-05,31559,10,0,6,1,827,1552,299,48,1151,4,17,0,141,812,867,55,16,5,0,0,0,0,0,9,0,7,0,0,14,2,3,0,52,0,0,0,0
1948-06,35803,14,0,9,1,911,1612,262,97,1305,0,8,0,155,721,935,53,16,11,0,0,1,1,0,22,0,2,0,0,10,3,0,0,63,0,0,0,0
1948-07,32476,37,1,16,4,997,1497,259,97,992,4,5,0,173,681,893,62,13,10,0,0,0,0,0,18,0,17,0,0,4,0,3,0,79,0,0,0,0
1948-08,27569,39,0,9,4,815,1234,174,69,814,1,7,0,131,611,620,41,14,8,0,0,0,0,0,15,0,9,0,0,11,1,2,0,54,0,0,0,0
1948-09,34892,20,0,16,6,993,1686,302,114,1025,0,7,0,218,766,949,73,13,8,0,0,1,0,0,21,0,7,0,0,15,0,1,0,81,0,0,0,0
1948-10,39534,16,0,13,6,1022,1880,233,84,1126,1,9,0,217,745,986,69,5,11,0,0,1,2,3,17,0,6,0,0,5,0,1,0,45,0,0,0,0
1948-11,36301,15,0,9,1,1002,1711,214,87,1207,1,10,0,164,706,844,40,12,8,0,0,0,0,0,15,0,3,1,0,2,1,1,0,58,0,0,0,0
1948-12,36886,23,0,12,7,938,1852,179,69,1128,3,19,0,191,710,937,68,12,18,0,0,4,3,0,15,0,4,1,0,16,0,1,0,46,0,0,0,0
1949-01,30991,25,0,11,0,940,1679,184,49,1070,1,20,0,200,641,801,57,15,12,0,0,1,1,1,12,0,5,0,0,9,1,0,0,56,0,0,0,0
1949-02,36142,16,3,8,13,964,1825,221,66,1218,0,24,0,225,823,959,43,12,12,0,0,0,2,1,26,0,3,0,0,5,1,2,1,49,0,0,0,0
1949-03,38968,16,3,7,5,930,1960,221,69,1457,1,22,0,217,740,982,58,12,11,0,0,0,0,1,5,0,6,1,0,12,2,0,0,29,0,0,0,0
1949-04,30062,8,1,2,4,661,1380,120,54,978,1,23,0,187,455,646,44,19,10,0,0,1,0,0,2,0,3,1,0,17,0,0,0,20,0,0,0,0
1949-05,33329,6,1,3,1,674,1411,144,69,1015,2,29,0,223,561,691,46,21,7,0,0,1,1,0,2,0,5,0,0,6,0,0,0,17,0,0,0,0
1949-06,33123,2,0,2,1,656,1343,161,44,989,6,41,0,234,594,667,43,20,9,0,0,0,0,0,9,0,0,1,0,14,0,0,0,23,0,0,0,0
1949-07,35836,6,0,3,6,885,1687,222,70,1266,17,57,0,321,732,829,76,10,10,0,3,0,1,0,12,0,4,0,0,24,0,1,0,20,0,0,0,0
1949-08,34825,6,0,4,1,872,1673,196,48,1239,16,14,0,242,692,810,58,9,9,0,1,0,0,1,14,0,4,0,0,11,0,1,0,16,0,0,0,0
1949-09,39318,9,0,8,5,983,1879,283,119,1229,171,18,0,301,836,951,72,9,8,0,0,1,1,1,5,0,4,0,0,12,0,0,0,33,0,0,0,0
1949-10,36153,9,0,9,0,830,1807,223,51,1109,87,13,0,251,702,822,59,9,10,0,0,0,0,0,5,0,3,0,0,6,0,1,0,18,0,0,0,0
1949-11,35707,8,0,8,2,876,1740,173,53,1054,14,6,0,218,662,662,58,12,9,0,0,2,0,0,3,0,9,0,0,8,0,1,0,26,0,0,0,0
1949-12,35400,16,3,12,3,904,1769,165,49,1161,24,12,0,202,607,691,66,11,14,0,0,4,2,1,1,0,11,0,0,11,0,0,0,12,0,0,0,0
